title,genre
Tsuki ga Kirei,"['học đường', 'romance']"
Attack on Titan (Live Action) Part 2,"['hành động', 'drama', 'shounen', 'fantasy', 'super power', 'mystery', 'military']"
Hataraku Saibou (TV),"['hài hước', 'shounen']"
Gokukoku no Brynhildr  [Bản Blu-ray],"['drama', 'viễn tưởng', 'seinen', 'mystery']"
Murenase! Seton Gakuen,"['hài hước', 'học đường']"
Chou Yuu Sekai: Being the Reality,"['hành động', 'phiêu lưu', 'romance', 'fantasy', 'game']"
Yakusoku no Neverland 2nd Season,"['kinh dị', 'shounen', 'viễn tưởng', 'mystery', 'psychological', 'thriller']"
Nozo x Kimi,"['hài hước', 'ecchi', 'học đường', 'shounen', 'romance']"
K: Sự Trở Về Của Các Đế Vương - K: Return of Kings,"['hành động', 'super power', 'siêu nhiên']"
Kaitou Sentai Lupinranger VS Keisatsu Sentai Patranger,"['hành động', 'tokusatsu', 'super power', 'siêu nhiên']"
Code Geass : Sự phục sinh của Lelouch,"['hành động', 'mecha', 'drama', 'viễn tưởng', 'super power', 'military']"
Showtime!: Uta no Oneesan datte Shitai,['hentai']
Akagami no Shirayukihime,"['drama', 'romance', 'lịch sử', 'fantasy', 'shoujo']"
Gekijouban Toaru Majutsu no Index Endymion no Kiseki,"['hành động', 'phép thuật', 'viễn tưởng', 'super power']"
Baki 2nd Season,"['hành động', 'shounen', 'martial arts']"
C3 Cube X Cursed X Curious,"['hành động', 'phép thuật', 'drama', 'romance', 'fantasy', 'shoujo', 'super power']"
Natsume Yuujinchou SS2,"['drama', 'đời thường', 'fantasy', 'shoujo', 'siêu nhiên']"
Digimon Adventure SS1,"['hành động', 'hài hước', 'phiêu lưu', 'fantasy', 'kid']"
Fairy Tail Movie 2: Dragon Cry,"['hành động', 'hài hước', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy']"
Sunoharasou no Kanrinin-san,"['hài hước', 'đời thường']"
Chain Chronicle: Haecceitas no Hikari TV Series,"['hành động', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy', 'game']"
Nogizaka Haruka no Himitsu SS1,"['hài hước', 'romance']"
Kuroko no Basket 3rd Season NG-shuu,"['thể thao', 'học đường']"
Given,"['drama', 'shounen', 'romance', 'âm nhạc', 'shounen ai']"
Corpse Party: Tortured Souls Ova,"['thể thao', 'shounen', 'car']"
Mujaki no Rakuen (OVA),"['hài hước', 'ecchi', 'học đường', 'romance', 'seinen']"
"Sentouin, Hakenshimasu!","['hành động', 'hài hước', 'fantasy']"
Happy Sugar Life,"['kinh dị', 'drama', 'shounen', 'psychological']"
Fate/Grand Order: First Order,"['hành động', 'phép thuật', 'drama', 'fantasy', 'siêu nhiên']"
Stand By Me Doraemon,"['hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'kid']"
Qualidea Code,"['hành động', 'phép thuật', 'siêu nhiên']"
Aoki Hagane no Arpeggio: Ars Nova,"['hành động', 'viễn tưởng', 'seinen']"
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"['học đường', 'mystery', 'psychological']"
Shakugan No Shana 2,"['hành động', 'drama', 'học đường', 'romance', 'fantasy', 'siêu nhiên']"
Death Note Live Action,"['shounen', 'siêu nhiên', 'mystery', 'psychological', 'police', 'thriller']"
Utawarerumono,"['hành động', 'drama', 'viễn tưởng', 'fantasy']"
Kyoukai no Kanata Movie: I'll Be Here - Mirai-hen,"['đời thường', 'fantasy', 'siêu nhiên']"
Steins;Gate 0,"['viễn tưởng', 'thriller']"
Hori-san to Miyamura-kun,"['hài hước', 'học đường', 'shounen', 'romance']"
One Outs,"['thể thao', 'seinen', 'psychological']"
K-on! Season 2 K-on Season 2,"['hài hước', 'học đường', 'đời thường', 'âm nhạc']"
Gintama: Silver Soul - Ngân Hồn,"['hành động', 'hài hước', 'shounen', 'lịch sử', 'viễn tưởng', 'parody']"
Netsuzou TRap,"['drama', 'romance', 'shoujo', 'shoujo ai']"
Denpa Kyoushi (TV),"['hài hước', 'học đường', 'shounen', 'romance']"
Fortune Arterial: Akai Yakusoku [BD],"['hài hước', 'học đường', 'romance', 'siêu nhiên', 'vampire']"
Naruto Shippuuden Movie 3,"['hành động', 'hài hước', 'shounen', 'super power', 'martial arts']"
Ixion Saga: Dimension Transfer,"['hành động', 'phép thuật', 'drama', 'romance', 'fantasy', 'shoujo', 'super power']"
 Công Chúa Bán Yêu: Sengoku Otogizoushi,"['hành động', 'hài hước', 'phiêu lưu', 'phép thuật', 'lịch sử', 'fantasy', 'siêu nhiên', 'demons']"
Nogizaka Haruka no Himitsu Finale [BD],"['hài hước', 'romance']"
Boogiepop wa Warawanai (2019),"['kinh dị', 'mystery', 'psychological']"
One Punch-Man Blu-ray,['đang cập nhật']
Lady Jewelpet,"['phép thuật', 'romance', 'fantasy', 'shoujo']"
Spy x Family,"['hành động', 'hài hước', 'kid']"
Fairy Tail OVA 4,"['hành động', 'hài hước', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy']"
Asobi ni Iku yo!,"['hài hước', 'ecchi', 'harem', 'romance', 'viễn tưởng']"
Cardcaptor Sakura: Clear Card-hen,"['hài hước', 'phiêu lưu', 'phép thuật', 'romance', 'fantasy', 'shoujo']"
Ousama Ranking,"['hài hước', 'phiêu lưu', 'fantasy']"
Gintama 2: Yonimo Kimyona Gintama-chan Live Action,"['hành động', 'hài hước', 'shounen', 'lịch sử', 'viễn tưởng', 'parody', 'samurai']"
Bất Thường Ở Trường Cao Trung Ma Pháp,"['hành động', 'phép thuật', 'học đường', 'romance', 'viễn tưởng', 'siêu nhiên']"
 Nana To Kaoru OVA,"['hài hước', 'ecchi', 'romance', 'seinen']"
Log Horizon: Entaku Houkai,"['hành động', 'phiêu lưu', 'phép thuật', 'fantasy', 'game']"
Karakuri Circus,"['phiêu lưu', 'shounen', 'mystery']"
Ma Đạo Tổ Sư,['hoạt hình trung quốc']
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!","['hài hước', 'fantasy']"
Cardfight Vanguard,"['thể thao', 'shounen', 'car']"
ImoCho OVA,"['hài hước', 'ecchi', 'shounen', 'romance', 'siêu nhiên']"
Suzumiya Haruhi no Yuuutsu [BD],"['hài hước', 'học đường', 'đời thường', 'viễn tưởng', 'mystery', 'parody']"
Date A Bullet: Dead or Bullet,"['hài hước', 'mecha', 'học đường', 'harem', 'romance', 'viễn tưởng']"
Barakamon,"['hài hước', 'đời thường']"
Air Gear: Break On Sky,"['hành động', 'hài hước', 'ecchi', 'thể thao', 'shounen']"
Killing Bites,"['hành động', 'ecchi', 'viễn tưởng', 'seinen']"
Senryuu Shoujo,"['hài hước', 'học đường', 'shounen', 'đời thường']"
Girlfriend (Kari) - Bạn Gái (Tạm Thời),"['học đường', 'đời thường']"
Magic Kaito,"['hài hước', 'phiêu lưu', 'drama', 'shounen', 'romance']"
Super Lovers,"['hài hước', 'drama', 'shounen', 'đời thường', 'romance', 'shounen ai']"
Isshuukan Friends.,"['hài hước', 'học đường', 'shounen', 'đời thường']"
Utawarerumono: Itsuwari no Kamen,"['hành động', 'drama', 'viễn tưởng', 'fantasy']"
Kuroko no Basket OVA 2,"['thể thao', 'học đường']"
Monster,"['kinh dị', 'drama', 'seinen', 'mystery', 'psychological', 'police', 'thriller']"
Taboo Tattoo,"['hành động', 'hài hước', 'seinen', 'super power', 'martial arts', 'siêu nhiên', 'mystery']"
Cyclops Shoujo Saipuu,"['hài hước', 'ecchi', 'học đường', 'đời thường']"
Takt Op. Destiny,"['hành động', 'fantasy']"
Owari no Seraph Omake,"['drama', 'shounen', 'siêu nhiên', 'vampire']"
Medaka Box SS1,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'super power', 'martial arts']"
The Amazing World Of Gumball: Season 4,"['thể thao', 'shounen', 'car']"
Kingdom SS2,"['hành động', 'lịch sử', 'seinen', 'military']"
Cardcaptor Sakura,"['hài hước', 'phiêu lưu', 'phép thuật', 'drama', 'học đường', 'romance', 'fantasy', 'shoujo']"
Kokoro Connect,"['hài hước', 'drama', 'học đường', 'đời thường', 'romance', 'siêu nhiên']"
Gintama Ova 1,"['hành động', 'hài hước', 'shounen', 'lịch sử', 'viễn tưởng', 'parody']"
Ishuzoku Reviewers BD,"['hài hước', 'ecchi', 'fantasy']"
Natsume Yuujinchou SS3,"['drama', 'đời thường', 'fantasy', 'shoujo', 'siêu nhiên']"
Hellsing SS1,"['hành động', 'kinh dị', 'seinen', 'siêu nhiên', 'vampire']"
Deadman Wonderland [BD],"['hành động', 'kinh dị', 'shounen', 'viễn tưởng']"
Shuumatsu no Harem,"['ecchi', 'harem', 'viễn tưởng']"
Nanatsu no Taizai: Seisen no Shirushi,"['hành động', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy', 'siêu nhiên']"
Kage no Jitsuryokusha ni Naritakute!,"['hành động', 'hài hước', 'fantasy']"
Chainsaw Man,"['hành động', 'phiêu lưu']"
Tensei shitara Ken Deshita,"['hành động', 'fantasy', 'xuyên không - chuyển kiếp']"
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,"['hành động', 'ecchi', 'fantasy']"
Bleach: Sennen Kessen-hen,"['hành động', 'phiêu lưu', 'fantasy']"
Cuộc Sống Thường Ngày Của Tiên Vương Mùa 3,"['hành động', 'hài hước', 'phép thuật', 'học đường', 'super power', 'siêu nhiên']"
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau","['hành động', 'hài hước', 'fantasy']"
Vua Hải Tặc,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Renai Flops,"['hài hước', 'romance', 'học đường']"
Shinobi no Ittoki,['hành động']
"Fuufu Ijou, Koibito Miman.","['hài hước', 'drama', 'romance', 'học đường']"
Spy x Family,"['hành động', 'hài hước', 'kid']"
Peter Grill to Kenja no Jikan: Super Extra,"['hài hước', 'fantasy', 'ecchi', 'harem']"
Boku no Hero Academia 6th Season,"['hành động', 'học đường', 'super power']"
Blue Lock,['thể thao']
Futoku no Guild,"['hài hước', 'fantasy', 'ecchi', 'harem']"
Bocchi the Rock!,"['hài hước', 'đời thường', 'cgdct', 'âm nhạc']"
Uzaki-chan wa Asobitai! Double,"['hài hước', 'ecchi', 'đời thường']"
Shinmai Renkinjutsushi no Tenpo Keiei,"['phiêu lưu', 'đời thường', 'fantasy']"
Mairimashita! Iruma-kun 3rd Season,"['hài hước', 'fantasy', 'xuyên không - chuyển kiếp', 'mythology', 'học đường']"
Mob Psycho 100 III,"['hành động', 'hài hước', 'siêu nhiên', 'super power']"
Bleach [Bản HD 1080p],"['hành động', 'phiêu lưu', 'fantasy']"
Nhất Niệm Vĩnh Hằng,"['phiêu lưu', 'phép thuật', 'siêu nhiên', 'hoạt hình trung quốc']"
Akuyaku Reijou nanode Last Boss wo Kattemimashita,"['hài hước', 'romance', 'fantasy']"
Fumetsu no Anata e 2nd Season,"['phiêu lưu', 'drama', 'siêu nhiên']"
Thế Giới Hoàn Mỹ,"['hành động', 'viễn tưởng', 'hoạt hình trung quốc']"
Nhật Ký Thường Ngày Của Tiên Vương,"['hành động', 'hài hước', 'phép thuật', 'học đường', 'super power', 'siêu nhiên']"
Thôn Phệ Tinh Không,"['phiêu lưu', 'hoạt hình trung quốc']"
Đấu Phá Thương Khung Phần 5,"['hành động', 'super power', 'siêu nhiên', 'hoạt hình trung quốc']"
Boruto: Naruto Next Generations,"['hành động', 'hài hước', 'shounen', 'super power', 'martial arts']"
Đấu La Đại Lục,"['hành động', 'phiêu lưu', 'martial arts', 'hoạt hình trung quốc']"
Overlord IV,"['hành động', 'phiêu lưu', 'phép thuật', 'fantasy', 'game', 'siêu nhiên']"
Mobile Suit Gundam: The Witch from Mercury,"['học đường', 'fantasy']"
Cuộc Sống Thường Ngày Của Tiên Vương Phần 2,"['hành động', 'hài hước', 'phép thuật', 'học đường', 'super power', 'siêu nhiên']"
Spy x Family Part 2,"['hành động', 'hài hước', 'kid']"
Akiba Maid Sensou,['đang cập nhật']
Pokemon (2019),"['hành động', 'hài hước', 'phiêu lưu', 'fantasy', 'kid']"
Urusei Yatsura (2022),"['hài hước', 'romance', 'viễn tưởng']"
Peter Grill to Kenja no Jikan,"['hài hước', 'fantasy', 'ecchi', 'harem']"
Naruto Shippuuden,"['hành động', 'hài hước', 'shounen', 'super power', 'martial arts']"
Isekai Meikyuu de Harem wo,"['hành động', 'ecchi', 'phiêu lưu', 'romance', 'fantasy', 'xuyên không - chuyển kiếp']"
Koukyuu no Karasu,"['fantasy', 'lịch sử']"
Berserk: Ougon Jidai-hen - Memorial Edition,"['hành động', 'drama', 'fantasy', 'kinh dị', 'siêu nhiên', 'máu me', 'military', 'mythology']"
Showtime!: Uta no Oneesan datte Shitai,['hentai']
Engage Kiss,"['hài hước', 'harem', 'romance']"
Mushikaburi-hime,"['drama', 'romance', 'lịch sử']"
Tru Tiên,['hoạt hình trung quốc']
Long Tộc,['hoạt hình trung quốc']
Võ Thần Chúa Tể,"['phiêu lưu', 'phép thuật', 'hoạt hình trung quốc']"
Liệu Có Sai Lầm Khi Tìm Kiếm Cuộc Gặp Gỡ Định Mệnh Trong Hầm Ngục? IV: Chương Mới Phần Mê Cung,"['hành động', 'hài hước', 'phiêu lưu', 'romance', 'fantasy']"
Pokemon Full,"['hành động', 'hài hước', 'phiêu lưu', 'fantasy', 'kid']"
Detective Conan ( Thám Tử Lừng Danh Conan ) Full,"['hài hước', 'phiêu lưu', 'shounen', 'mystery', 'police']"
Kantai Collection  Itsuka Ano Umi de,"['hành động', 'học đường', 'đời thường', 'viễn tưởng', 'military']"
Arifureta Shokugyou de Sekai Saikyou 2nd Season,"['hành động', 'phiêu lưu', 'harem', 'fantasy', 'xuyên không - chuyển kiếp']"
"Cuộc Sống Tại Dị Giới Của Hiền Giả Tái Sinh - Tôi Nhận Được Chức Nghiệp Thứ Hai, Và Đã Trở Thành Người Mạnh Nhất Thế Giới","['hành động', 'phiêu lưu', 'fantasy', 'xuyên không - chuyển kiếp']"
Nhờ Bạn Đó! Hệ Thống Chiến Thần,"['hành động', 'hài hước', 'siêu nhiên', 'hoạt hình trung quốc']"
Lianqi Lianle 3000 Nian,"['hài hước', 'fantasy']"
Utawarerumono: Futari no Hakuoro,"['hành động', 'drama', 'viễn tưởng', 'fantasy']"
Nghịch Thiên Chí Tôn,['hoạt hình trung quốc']
Thần Ấn Vương Tọa,"['phiêu lưu', 'hoạt hình trung quốc']"
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,"['phép thuật', 'học đường', 'fantasy']"
Tinh Vực Bốn Vạn Năm,['hoạt hình trung quốc']
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV) 2nd Season,"['hài hước', 'học đường', 'romance']"
Vạn Giới Độc Tôn,['hoạt hình trung quốc']
Kuro no Shoukanshi,"['hành động', 'fantasy']"
Linh Kiếm Tôn,"['phiêu lưu', 'phép thuật', 'hoạt hình trung quốc']"
Black Clover,"['hành động', 'hài hước', 'phép thuật', 'shounen', 'fantasy']"
Romantic Killer,"['hài hước', 'romance', 'harem']"
Thất Nghiệp Chuyển Sinh: Làm Lại Cuộc Đời Phần 2,"['ecchi', 'drama', 'fantasy']"
Vạn Cổ Thần Thoại,['hoạt hình trung quốc']
Fumetsu no Anata e,"['phiêu lưu', 'drama', 'siêu nhiên']"
AIKa,"['hành động', 'phiêu lưu', 'hài hước', 'viễn tưởng', 'ecchi']"
Jujutsu Kaisen (TV),"['hành động', 'kinh dị', 'học đường', 'shounen', 'siêu nhiên', 'demons']"
Naruto Phần 1,"['hành động', 'hài hước', 'shounen', 'super power', 'martial arts']"
Jujutsu Kaisen 0 Movie,"['hành động', 'kinh dị', 'học đường', 'shounen', 'siêu nhiên', 'demons']"
Hoshi no Samidare,"['hành động', 'hài hước', 'phiêu lưu', 'drama']"
Phàm Nhân Tu Tiên - Phong Khởi Thiên Nam,"['phiêu lưu', 'martial arts', 'hoạt hình trung quốc']"
Mamahaha no Tsurego ga Motokano datta,"['hài hước', 'romance']"
Vô Thượng Thần Đế,"['phiêu lưu', 'phép thuật', 'martial arts', 'hoạt hình trung quốc']"
Summertime Render,"['siêu nhiên', 'mystery']"
Độc Bộ Tiêu Dao,"['phiêu lưu', 'martial arts', 'hoạt hình trung quốc']"
One Piece Movie 14: Stampede,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Golden Kamuy 4th Season,"['hành động', 'phiêu lưu', 'lịch sử']"
Tate no Yuusha no Nariagari Season 2,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'romance', 'fantasy', 'seinen']"
Vạn Giới Tiên Tung,"['phiêu lưu', 'phép thuật', 'hoạt hình trung quốc']"
Cửu Thiên Huyền Đế Quyết,"['hành động', 'martial arts', 'hoạt hình trung quốc']"
Lycoris Recoil,"['hành động', 'phiêu lưu', 'yuri']"
Ma Vương Đi Làm! Mùa 2,"['hài hước', 'romance', 'fantasy', 'siêu nhiên', 'demons', 'xuyên không - chuyển kiếp']"
Lưỡi Gươm Diệt Quỷ Phần 2 : Khu Kỹ Viện,"['hành động', 'shounen', 'lịch sử', 'blu-ray', 'siêu nhiên', 'demons']"
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']"
Kakkou no Iinazuke,"['hài hước', 'romance']"
4-nin wa Sorezore Uso wo Tsuku,"['hài hước', 'đời thường']"
Meitantei Conan: Hannin no Hanzawa-san,"['hài hước', 'mystery']"
Ta Đã Chọc Tức Cả Đám Tu Luyện Giả,"['hành động', 'phiêu lưu', 'phép thuật', 'hoạt hình trung quốc']"
Yofukashi no Uta,"['romance', 'siêu nhiên']"
Tinh Linh Huyễn Tưởng Ký,"['hành động', 'trinh thám', 'drama', 'harem', 'romance', 'fantasy', 'xuyên không - chuyển kiếp']"
One Piece Film: Gold,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Băng Hỏa Ma Trù,['hoạt hình trung quốc']
One Piece Special 9 : Episode of Sabo,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Vạn Giới Thần Chủ,['hoạt hình trung quốc']
Sword Art Online [BD],"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']"
Bastard!! Ankoku no Hakaishin (ONA),"['hành động', 'hài hước', 'ecchi', 'phiêu lưu', 'fantasy']"
Cực Đạo Long Thần,"['phiêu lưu', 'hoạt hình trung quốc']"
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru","['hành động', 'fantasy']"
Arknights: Reimei Zensou,"['hành động', 'fantasy']"
Yama no Susume: Next Summit,"['phiêu lưu', 'hài hước', 'đời thường', 'cgdct']"
Boku no Hero Academia 5th Season,"['hành động', 'học đường', 'super power']"
Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,"['hành động', 'ecchi', 'harem', 'romance', 'fantasy', 'demons']"
Gintama - Linh Hồn Bạc,"['hành động', 'hài hước', 'shounen', 'lịch sử', 'viễn tưởng', 'parody']"
Thần Mộ,"['xuyên không - chuyển kiếp', 'hoạt hình trung quốc']"
Tuyệt Thế Võ Hồn,"['hành động', 'hoạt hình trung quốc']"
One Piece 3D: Straw Hat Chase,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Dragon Ball Super,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']"
Isekai Ojisan,"['hài hước', 'fantasy', 'xuyên không - chuyển kiếp']"
Isekai Yakkyoku,"['fantasy', 'xuyên không - chuyển kiếp', 'y tế']"
Arifureta Shokugyou de Sekai Saikyou,"['hành động', 'phiêu lưu', 'harem', 'fantasy', 'xuyên không - chuyển kiếp']"
Thất Giới Đệ Nhất Tiên,"['fantasy', 'hoạt hình trung quốc']"
Mahouka Koukou No Rettousei,"['hành động', 'phép thuật', 'học đường', 'romance', 'viễn tưởng', 'siêu nhiên']"
Trinity Seven - Thất Tinh [BD],"['hành động', 'hài hước', 'ecchi', 'phép thuật', 'học đường', 'shounen', 'harem', 'romance', 'fantasy', 'siêu nhiên']"
Mahoutsukai Reimeiki,"['hành động', 'hài hước', 'phiêu lưu', 'fantasy']"
Fairy Tail,"['hành động', 'hài hước', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy']"
Vazzrock The Animation,['âm nhạc']
Nguyệt Đạo Dị Giới,"['phiêu lưu', 'fantasy', 'xuyên không - chuyển kiếp']"
One Piece: Z,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
One Piece Glorious Island,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Bakemonogatari [BD],"['hài hước', 'siêu nhiên', 'mystery']"
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri [BD]","['hành động', 'phiêu lưu', 'fantasy', 'military']"
"Yuusha, Yamemasu","['hành động', 'hài hước', 'phiêu lưu', 'fantasy']"
Nàng Nổi Loạn X Chàng Thợ May,"['đời thường', 'romance']"
Date A Live IV,"['hài hước', 'mecha', 'học đường', 'harem', 'romance', 'viễn tưởng']"
One Piece Special 6,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Kaifuku Jutsushi no Yarinaoshi,"['ecchi', 'fantasy', 'super power', 'psychological', 'tragedy']"
Bleach Movie 1,"['hành động', 'phiêu lưu', 'fantasy']"
One Piece Ova 1,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Seiken Densetsu: Legend of Mana - The Teardrop Crystal,"['phiêu lưu', 'fantasy']"
One Piece: Strong World,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Kimetsu no Yaiba,"['hành động', 'shounen', 'lịch sử', 'blu-ray', 'siêu nhiên', 'demons']"
Tiên Vũ Thương Khung,['hoạt hình trung quốc']
Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,"['ecchi', 'romance']"
One Piece Special 8,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
The Best Of One Piece,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru","['hành động', 'fantasy', 'xuyên không - chuyển kiếp']"
One Piece: Episode of Sorajima,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Thần Cấp Long Vệ,['hoạt hình trung quốc']
One Piece Ova 2,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Sword Art Online: Alicization [BD],"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']"
Trường Dạ Khai Thác Giả,['hoạt hình trung quốc']
One Piece: The Great Gold Pirate,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
One Piece: Dead End Adventure,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Bleach Movie 4,"['hành động', 'phiêu lưu', 'fantasy']"
One Piece: Heart of Gold,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy']"
One Piece: Clockwork Island Adventure,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
One Piece Special 1,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
One Piece: Baron Omatsuri and the Secret Island,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Shuumatsu no Harem,"['ecchi', 'harem', 'viễn tưởng']"
One Piece: The Giant Mechanical Soldier of Karakuri Castle,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Lưỡng Bất Nghi 2,"['hài hước', 'romance', 'lịch sử', 'hoạt hình trung quốc']"
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","['hành động', 'fantasy', 'xuyên không - chuyển kiếp']"
One Piece Special 3,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
One Piece: Chopper's Kingdom on the Island of Strange,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Vạn Cổ Kiếm Thần,['hoạt hình trung quốc']
Death March kara Hajimaru Isekai Kyousoukyoku,"['phiêu lưu', 'harem', 'fantasy', 'xuyên không - chuyển kiếp']"
One Piece Special 5,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Shinmai Maou no Keiyakusha BD,"['hành động', 'ecchi', 'harem', 'romance', 'fantasy', 'demons']"
Fullmetal Alchemist: The Revenge of Scar,"['hành động', 'phiêu lưu', 'phép thuật', 'drama', 'shounen', 'blu-ray', 'fantasy']"
"One Piece: Episode of Chopper Plus: Bloom in Winter, Miracle Sakura","['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
One Piece: Episode of Alabasta: The Desert Princess,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
One Piece: The Cursed Holy Sword,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
One Piece Special 2,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
One Piece Special 7,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Sword Art Online II [BD],"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']"
One Piece Special 4,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Tonikaku Kawaii ~ Seifuku ~,"['drama', 'đời thường', 'romance', 'viễn tưởng', 'siêu nhiên']"
Yêu Thần Ký,"['hành động', 'phiêu lưu', 'phép thuật', 'romance', 'hoạt hình trung quốc']"
Bleach Colorful!: Gotei Juusan Yatai Daisakusen!,"['hành động', 'phiêu lưu', 'fantasy']"
5-toubun no Hanayome ∬,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']"
One Piece: Adventure of Nebulandia - Cuộc Phiêu Lưu Đến Vùng Đất Nebulandia,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Overlord,"['hành động', 'phiêu lưu', 'phép thuật', 'fantasy', 'game', 'siêu nhiên']"
One Piece: Phần Về Biển Đông,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Bleach Movie 2,"['hành động', 'phiêu lưu', 'fantasy']"
Sword Art Online: Đao Kiếm Thần Vực Phần 2,"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']"
One Piece TV Special: Phần Về Đảo Trên Trời Skypiea,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
Bleach Movie 3,"['hành động', 'phiêu lưu', 'fantasy']"
High School Dxd [BD],"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']"
Bleach Live Action,"['hành động', 'phiêu lưu', 'fantasy']"
Cyberpunk: Edgerunners,"['hành động', 'viễn tưởng']"
Pokemon Movie [01 đến 23],"['hành động', 'hài hước', 'phiêu lưu', 'fantasy', 'kid']"
