title,genre
"The Rising of the Shield Hero Season 2, Tate no Yuusha no Nariagari Season 2","['hành động', 'phiêu lưu', 'drama', 'giả tưởng', 'isekai']"
Come Together! to the Seton Academy,"['học đường', 'hài hước', 'seinen']"
Hayate the Combat Butler,"['hành động', 'hài hước', 'harem', 'tình yêu', 'parody']"
"Mob Psycho 100 2nd Season, Mob Psycho Hyaku, Mob Psycho One Hundred","['hành động', 'hài hước', 'đời thường', 'siêu nhiên']"
Thủ Lĩnh Thẻ Bài Sakura,"['phiêu lưu', 'học đường', 'hài hước', 'drama', 'giả tưởng', 'phép thuật', 'tình yêu', 'shoujo']"
Teen Titans,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'bỉ ẩn', 'siêu nhiên', 'shounen', 'viễn tưởng', 'cartoon']"
"Dù vậy, thế giới vẫn tươi đẹp ","['phiêu lưu', 'giả tưởng', 'tình yêu', 'shoujo']"
Magic Kaito (2014),"['phiêu lưu', 'hài hước', 'tình yêu', 'shounen']"
Nhịp Điệu Thiên Sứ [Bản BluRay],"['hành động', 'học đường', 'hài hước', 'drama', 'siêu nhiên']"
Sankarea: Undying Love [BD],"['hài hước', 'ecchi', 'kinh dị', 'tình yêu', 'siêu nhiên', 'shounen']"
Durarara!!,"['hành động', 'bỉ ẩn', 'siêu nhiên']"
Balance:UNLIMITED,['bỉ ẩn']
Inazuma Eleven Go,"['thể thao', 'shounen', 'siêu năng lực']"
Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou ,"['học đường', 'hài hước', 'drama', 'thể thao', 'shounen']"
"Hamefura, I Reincarnated into an Otome Game as a Villainess With Only Destruction Flags…, Destruction Flag Otome","['học đường', 'hài hước', 'drama', 'giả tưởng', 'tình yêu', 'isekai']"
"Mushoku Tensei: Jobless Reincarnation, Thất nghiệp chuyển sinh- Sang thế giới khác tôi sẽ nghiêm túc","['drama', 'giả tưởng', 'phép thuật', 'isekai']"
SAO Alternative Gun Gale Online,"['hành động', 'giả tưởng', 'game', 'quân đội', 'viễn tưởng', 'isekai']"
Hồ Yêu Tiểu Hồng Nương ,"['hài hước', 'drama', 'tình yêu']"
Nekomonogatari: Shiro ,"['hài hước', 'bỉ ẩn', 'tình yêu', 'siêu nhiên']"
What do you do at the end of the world? Are you busy? Will you save us? SukaSuka,"['drama', 'giả tưởng', 'tình yêu', 'viễn tưởng']"
"Sword Art Online Movie, Ranh giới hư ảo","['hành động', 'phiêu lưu', 'tình yêu', 'game', 'viễn tưởng']"
Tsugumomo,"['hành động', 'học đường', 'hài hước', 'ecchi', 'siêu nhiên', 'seinen']"
"JoJo's Bizarre Adventure, JoJo no Kimyou na Bouken (2012), JoJo no Kimyou na Bouken Season 1","['hành động', 'phiêu lưu', 'ma cà rồng', 'siêu nhiên', 'shounen']"
"Welcome to Demon School! Iruma-kun 2nd Season, Vào Ma Giới rồi đấy! Iruma-kun Phần 2","['học đường', 'hài hước', 'giả tưởng', 'siêu nhiên', 'shounen', 'ác quỷ', 'isekai']"
"hitorinoshita - The Outcast, Nhất Nhân Chi Hạ 2","['hành động', 'siêu nhiên', 'siêu năng lực', 'cartoon']"
"Lũ ngốc, Bài kiểm tra và Linh thú triệu hồi phần 2 ","['học đường', 'hài hước', 'tình yêu', 'siêu năng lực']"
"Vallove, Ikusa x Koi","['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'siêu nhiên', 'shounen']"
Steins; Gate [Bluray],"['viễn tưởng', 'thriller']"
Watashi Nouryoku wa Heikinchi de tte Itta yo ne!,"['hài hước', 'giả tưởng', 'isekai']"
RIN-NE ,"['học đường', 'hài hước', 'tình yêu', 'siêu nhiên', 'shounen']"
Vinrando Saga,"['hành động', 'phiêu lưu', 'drama', 'lịch sử', 'seinen']"
"Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs, Otomege Sekai wa Mob ni Kibishii Sekai desu, Mobseka, Thế giới Otomegame thật khắc nghiệt với nhân vật quần chúng","['học đường', 'harem', 'giả tưởng', 'tình yêu', 'isekai']"
Aria the Scarlet Ammo [Bluray],"['hành động', 'hài hước', 'tình yêu']"
The Heroic Legend of Arslan ,"['hành động', 'phiêu lưu', 'drama', 'giả tưởng', 'lịch sử', 'siêu nhiên']"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside, I Was Kicked out of the Hero's Party Because I Wasn't a True Companion so I Decided to Have a Slow Life at the Frontier, Henkyou de Slow Life suru Koto ni Shima","['phiêu lưu', 'đời thường', 'giả tưởng']"
Con Đường Mùa Xuân ,"['học đường', 'hài hước', 'đời thường', 'drama', 'tình yêu', 'shoujo']"
おまもりひまり,"['hành động', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'siêu nhiên', 'ác quỷ']"
Nguyệt San Thiếu Nữ Nozaki-kun ,"['học đường', 'hài hước', 'tình yêu', 'shounen']"
Rurouni Kenshin: Meiji Kenkaku Romantan,"['hành động', 'phiêu lưu', 'hài hước', 'lịch sử', 'tình yêu', 'samurai']"
"Toàn Chức Pháp Sư Phần 3, Quanzhi Fashi 3","['siêu năng lực', 'võ thuật', 'cartoon', 'isekai']"
OniAi [BD],"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu']"
"K-Project Sequel, K 2nd Season ","['hành động', 'siêu nhiên', 'siêu năng lực']"
Alderamin on the Sky,"['hành động', 'phiêu lưu', 'giả tưởng']"
Thần Đế Vô Thượng,"['hành động', 'lịch sử', 'siêu nhiên', 'cartoon']"
Dai San Bu Kujo Jotaro: Mirai e no Isan ,"['hành động', 'phiêu lưu', 'shounen']"
U DU Bạch Thư [Du Hồn Ký] ,"['hành động', 'học đường', 'hài hước', 'giả tưởng', 'shounen', 'võ thuật', 'ác quỷ']"
Ranma ½ Nettou Hen - Một nửa Ranma,"['hài hước', 'đời thường', 'giả tưởng', 'võ thuật']"
"Domestic Girlfriend, Dome x Kano, Domekano","['học đường', 'drama', 'tình yêu', 'shounen']"
Vua Bánh Mỳ Nhật Bản ,"['hài hước', 'đời thường']"
Vật Thất Lạc của Bầu Trời ,"['hài hước', 'ecchi', 'harem', 'siêu nhiên', 'viễn tưởng']"
アマガミSS [Blu-ray],"['học đường', 'hài hước', 'đời thường', 'tình yêu']"
Getsuyoubi no Tawawa,"['hài hước', 'đời thường', 'ecchi']"
"Ace of Diamond Act II, Daiya no Ace: Act II","['học đường', 'hài hước', 'thể thao', 'shounen']"
NAKAIMO - My Little Sister Is Among Them! [BluRay Disc],"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'seinen']"
Inu X Boku Secret Service,"['hài hước', 'tình yêu', 'siêu nhiên', 'shounen']"
World Trigger: Toubousha Hen,"['hành động', 'học đường', 'viễn tưởng']"
Bản hùng ca về Người Phần 2,"['hành động', 'drama', 'giả tưởng', 'kemonomimi']"
Dies irae,"['hành động', 'phép thuật', 'siêu năng lực']"
Nhất Nhân Chi Hạ ,"['hành động', 'siêu nhiên', 'siêu năng lực', 'cartoon']"
Thế Giới Chỉ Có Chúa Mới Biết ,"['hài hước', 'harem', 'tình yêu', 'siêu nhiên', 'shounen']"
Chrome Shelled Regios,"['hành động', 'phiêu lưu', 'học đường', 'giả tưởng', 'viễn tưởng']"
When Supernatural Battles Became Commonplace ,"['học đường', 'hài hước', 'đời thường', 'tình yêu', 'siêu nhiên']"
手裏剣戦隊ニンニンジャー,['tokusatsu']
Tsubasa Giấc Mơ Sân Cỏ ,"['hành động', 'thể thao', 'shounen']"
"Komi Can't Communicate, Komi-san wa, Communication Shougai desu., Komi không thể giao tiếp","['học đường', 'hài hước', 'đời thường', 'shounen']"
The Legend of the Legendary Heroes,"['hành động', 'phiêu lưu', 'giả tưởng', 'bỉ ẩn', 'shounen']"
RikeKoi,"['hài hước', 'tình yêu']"
Bửu bối thần kì Phần 18 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
NouCome [BD] ,"['học đường', 'hài hước', 'tình yêu']"
"Tsure*Dure Children, Tsuredure Children","['học đường', 'hài hước', 'tình yêu', 'shounen']"
Saenai Heroine no Sodatekata ♭ ,"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu']"
"I'm standing on 1,000,000 lives, I'm Standing on a Million Lives","['hành động', 'drama', 'giả tưởng', 'shounen', 'game', 'isekai']"
DanganRonpa: The Animation,"['hành động', 'kinh dị', 'bỉ ẩn', 'tâm lý']"
I am... ,"['học đường', 'hài hước', 'giả tưởng', 'tình yêu', 'shounen']"
Strike the Blood Third Season 3,"['hành động', 'ecchi', 'giả tưởng', 'ma cà rồng', 'siêu nhiên']"
"Love, Chunibyo & Other Delusions: Heart Throb ","['học đường', 'hài hước', 'đời thường', 'drama', 'tình yêu']"
Magi: Adventure of Sinbad,"['hành động', 'phiêu lưu', 'giả tưởng', 'phép thuật', 'shounen']"
The One Being Sung,"['hành động', 'drama', 'giả tưởng', 'viễn tưởng']"
"The ""Hentai"" Prince and the Stony Cat","['học đường', 'hài hước', 'harem', 'tình yêu', 'siêu nhiên', 'seinen']"
"Why the hell are you here, Teacher!?","['học đường', 'hài hước', 'ecchi', 'seinen']"
The Familiar of Zero: Rondo of the Princesses,"['hành động', 'phiêu lưu', 'học đường', 'hài hước', 'ecchi', 'harem', 'giả tưởng', 'phép thuật', 'tình yêu']"
GOSICK -ゴシック- [Bluray],"['drama', 'lịch sử', 'bỉ ẩn', 'tình yêu']"
Kamen Raidā Birudo,['tokusatsu']
Khí Công Sư cuối cùng ,"['hành động', 'phiêu lưu', 'drama', 'giả tưởng', 'cartoon']"
Aldnoah.Zero 2nd Season,"['hành động', 'mecha', 'viễn tưởng']"
Em gái tôi dạo này lạ lắm [BD] ,"['hài hước', 'ecchi', 'tình yêu', 'siêu nhiên', 'shounen']"
"It's Difficult to Love an Otaku, WotaKoi, Love is Hard for Otaku","['hài hước', 'tình yêu']"
KenIchi: The Mightiest Disciple ,"['hành động', 'học đường', 'hài hước', 'shounen', 'võ thuật']"
Natsume's Book of Friends Season 1,"['đời thường', 'drama', 'giả tưởng', 'siêu nhiên', 'shoujo']"
Re:Dive,"['hành động', 'phiêu lưu', 'giả tưởng', 'isekai']"
K.Ashura,"['hành động', 'võ thuật']"
Fuuka,"['học đường', 'drama', 'ecchi', 'music', 'tình yêu', 'shounen']"
BEATLESS,"['hành động', 'drama', 'tình yêu', 'viễn tưởng']"
Four Rhythm Across the Blue ,"['học đường', 'drama', 'tình yêu', 'viễn tưởng']"
ＣＬＡＮＮＡＤ -クラナド- [Blu-ray],"['học đường', 'hài hước', 'đời thường', 'drama', 'harem', 'siêu nhiên']"
"UQ Holder!, Yuukyuu Holder, Eternal Holder","['hành động', 'giả tưởng', 'phép thuật', 'shounen', 'viễn tưởng']"
"The Low Tier Character ""Tomozaki-kun"", Jakusha Character Tomozaki-kun, Bottom-tier Character Tomozaki","['học đường', 'drama', 'tình yêu']"
フリージング [Blu-ray],"['hành động', 'drama', 'ecchi', 'harem', 'tình yêu', 'võ thuật', 'viễn tưởng', 'seinen']"
SERVAMP（サーヴァンプ）,"['hành động', 'hài hước', 'ma cà rồng', 'siêu nhiên', 'shoujo']"
"Miss Kobayashi's Dragon Maid S, Kobayashi-san Chi no Maid Dragon 2nd Season, Miss Kobayashi's Dragon Maid 2nd Season, The maid dragon of Kobayashi-san 2nd Season, Hầu gái rồng nhà Kobayashi S","['hài hước', 'đời thường', 'giả tưởng']"
Gaworare ,"['học đường', 'hài hước', 'harem', 'tình yêu']"
Kamen Rider Gaim,"['hành động', 'phiêu lưu', 'giả tưởng', 'tokusatsu', 'viễn tưởng']"
"I Shaved. Then I Brought a High School Girl Home., Higehiro, Cạo râu xong, tôi nhặt gái về nhà","['drama', 'tình yêu']"
Shinseiki Evangelion,"['hành động', 'học đường', 'drama', 'mecha', 'viễn tưởng']"
"Gintama.: Silver Soul Arc, Gintama Season 7, Linh Hồn Bạc Phần 7","['hành động', 'hài hước', 'lịch sử', 'shounen', 'parody', 'samurai', 'viễn tưởng']"
Another [Bluray],"['học đường', 'kinh dị', 'bỉ ẩn', 'thriller']"
Bửu bối thần kì Phần 10 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
モンスターストライク,"['hành động', 'giả tưởng', 'game']"
"How a Realist Hero Rebuilt the Kingdom, Re:Construction the Elfrieden Kingdom Tales of Realistic Brave, A Realist Hero's Kingdom Restoration Chronicle","['hành động', 'giả tưởng', 'tình yêu']"
Fleet Girls Collection KanColle ,"['hành động', 'học đường', 'đời thường', 'game', 'quân đội', 'viễn tưởng']"
"Classroom of the Elite, You-zitsu","['học đường', 'đời thường', 'drama', 'tâm lý']"
Mashiroiro Symphony: Love Is Pure White ,"['học đường', 'drama', 'harem', 'tình yêu']"
DragonBall Z Movie 1-10,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
Shana of the Burning Eyes,"['hành động', 'học đường', 'drama', 'giả tưởng', 'tình yêu', 'siêu nhiên']"
ブトゥーム [Blu-ray],"['hành động', 'tâm lý', 'viễn tưởng', 'seinen']"
"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job [BD] ","['hài hước', 'ecchi', 'giả tưởng', 'tình yêu']"
Bửu bối thần kì Phần 15 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
Bửu bối thần kì Phần 16 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
Lang Nữ và Hoàng Tử Xấu Tính ,"['học đường', 'hài hước', 'tình yêu', 'shoujo']"
Inazuma Eleven Go Chrono Stone,"['thể thao', 'siêu nhiên', 'shounen']"
"Kakegurui 2nd Season, Kakegurui: Compulsive Gambler 2nd Season","['học đường', 'drama', 'bỉ ẩn', 'tâm lý', 'shounen', 'game']"
PERSONA5 the Animation,"['hành động', 'giả tưởng', 'siêu nhiên']"
The Comic Artist and Assistants,"['hài hước', 'đời thường', 'ecchi', 'harem', 'seinen']"
Kidou Senshi Gundam: Tekketsu no Orphans,"['hành động', 'drama', 'mecha']"
Kakuriyo no Yadomeshi,"['siêu nhiên', 'ác quỷ']"
07-Ghost ,"['hành động', 'giả tưởng', 'phép thuật', 'shoujo', 'quân đội', 'ác quỷ']"
Chaika: The Coffin Princess,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'tình yêu', 'shounen']"
"Date A Live 4, Date A Live Fourth Season, DAL 4","['học đường', 'hài hước', 'harem', 'tình yêu']"
Tây du ký,"['hành động', 'siêu năng lực', 'cartoon']"
Gundam Build Fighters 2nd Season ,"['hành động', 'mecha', 'shounen', 'viễn tưởng']"
"Furuba, Fruits Basket (Zenpen)","['hài hước', 'đời thường', 'drama', 'giả tưởng', 'tình yêu', 'shoujo']"
Bungo Stray Dogs 3,"['hành động', 'bỉ ẩn', 'siêu nhiên', 'siêu năng lực', 'seinen']"
"My Girlfriend Is ShoBitch, My Girlfriend is a Faithful Virgin Bitch, Boku no Kanojo ga Majimesugiru Shojo Bitch na Ken, Bạn gái tôi là con đĩ chung tình","['học đường', 'hài hước', 'tình yêu']"
"Toaru Kagaku no Railgun 3, Toaru Kagaku no Choudenjihou 3, A Certain Scientific Railgun 3","['hành động', 'siêu năng lực', 'viễn tưởng']"
Xing Chen Bian,"['lịch sử', 'võ thuật', 'cartoon']"
ゼロから始める魔法の書,"['hành động', 'giả tưởng']"
Vua trò chơi phần 1 ,"['hành động', 'hài hước', 'giả tưởng', 'shounen', 'game']"
DAYS,"['học đường', 'thể thao', 'shounen']"
Tân Thời Minh Nguyệt Phần 5 Quân Lâm Thiên Hạ,"['lịch sử', 'võ thuật', 'bạo lực', 'cartoon']"
"I'm Quitting Heroingl, Yuuyame","['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
Love and Lies ,"['học đường', 'drama', 'tình yêu']"
Magical Warfare ,"['hành động', 'giả tưởng', 'phép thuật']"
SUPER LOVERS（スーパーラヴァーズ）,"['hài hước', 'drama', 'tình yêu', 'shounen ai', 'yaoi']"
OreImo ,"['hài hước', 'đời thường', 'seinen']"
Maburaho,"['học đường', 'hài hước', 'drama', 'ecchi', 'harem', 'phép thuật', 'tình yêu']"
Kamen Rider Ex-Aid,['tokusatsu']
To LOVE-Ru Trouble Darkness OVA ,"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'shounen', 'viễn tưởng']"
Outbreak Company,"['hài hước', 'giả tưởng', 'parody', 'isekai']"
Enen no Shouboutai: Ni no Shou (Ss2),"['hành động', 'siêu nhiên', 'shounen']"
My Little Monster ,"['học đường', 'hài hước', 'đời thường', 'tình yêu', 'shoujo']"
Digimon Season Four ,"['hành động', 'phiêu lưu', 'giả tưởng']"
Phàm Nhân Tu Tiên,"['võ thuật', 'cartoon']"
Inazuma Eleven Orion no Kokuin,['thể thao']
Daily Lives of High School Boys ,"['học đường', 'hài hước', 'đời thường', 'shounen']"
Miss Washer!: Her and I in Female Bath!?,"['hài hước', 'ecchi', 'tình yêu']"
Người chăn chiên của Thư viện khổng lồ ,"['học đường', 'harem', 'tình yêu']"
ドリフターズ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'lịch sử', 'isekai', 'samurai', 'seinen']"
Nagi no Asukara,"['drama', 'giả tưởng', 'tình yêu']"
"Tôi, sẽ trở thành tóc hai bím ","['hành động', 'học đường', 'hài hước', 'giả tưởng', 'tình yêu', 'shounen', 'hoán đổi giới tính']"
Haganai Next ,"['học đường', 'hài hước', 'harem', 'tình yêu', 'seinen']"
GARO: Viêm Khắc Ấn ,"['hành động', 'giả tưởng', 'ác quỷ']"
Great Teacher Onizuka,"['học đường', 'hài hước', 'đời thường', 'drama', 'shounen']"
Dáng hình thanh âm,"['học đường', 'drama', 'shounen']"
"The Strongest Sage of Disqualified Crest, Shikkakumon no Saikyokenja","['hành động', 'phiêu lưu', 'giả tưởng']"
Aldnoah Zero,"['hành động', 'giả tưởng', 'mecha']"
Inazuma Eleven Go Galaxy,"['thể thao', 'shounen', 'siêu năng lực']"
Bửu bối thần kì Phần 14 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
Sorcerous Stabber Orphen,"['hành động', 'phiêu lưu', 'drama', 'giả tưởng', 'phép thuật', 'võ thuật']"
Cells At Work,"['hài hước', 'shounen']"
Sukuru Deizu [Blu-ray],"['học đường', 'drama', 'harem', 'kinh dị', 'tình yêu', 'tragedy']"
JoJo's Bizarre Adventure Part 3 ,"['hành động', 'phiêu lưu', 'shounen']"
Kamisama Hajimemashita 2nd Season ,"['hài hước', 'giả tưởng', 'tình yêu', 'siêu nhiên', 'shoujo', 'ác quỷ']"
Ah! My goddess,"['hài hước', 'phép thuật', 'tình yêu', 'shounen']"
YU-NO: A girl who chants love at the bound of this world.,"['drama', 'viễn tưởng', 'isekai']"
PSO2 The Animation,['viễn tưởng']
Doraemon 3D ,"['hài hước', 'đời thường', 'shounen', 'viễn tưởng']"
Jue Shi Wu Hun,"['hành động', 'giả tưởng', 'võ thuật']"
My Bride is a Mermaid,"['học đường', 'hài hước', 'tình yêu', 'parody']"
Divine Gate,"['hành động', 'giả tưởng', 'viễn tưởng']"
Skilled Teaser Takagi-san,"['học đường', 'hài hước', 'đời thường', 'tình yêu', 'shounen']"
Rosario and Vampire Capu2,"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'ma cà rồng', 'viễn tưởng']"
Chiến Quốc,"['hành động', 'lịch sử', 'quân đội', 'seinen']"
From Me to You,"['học đường', 'tình yêu', 'shoujo']"
Kaito Kid Tanjou no Himitsu,"['phiêu lưu', 'hài hước', 'tình yêu', 'shounen']"
Ma Vương và Dũng Sĩ,"['phiêu lưu', 'giả tưởng', 'tình yêu', 'ác quỷ']"
カードファイト!! ヴァンガード,"['hành động', 'phiêu lưu', 'shounen', 'game', 'ác quỷ']"
Avatar: Truyền Thuyết Về Korra,"['hành động', 'phiêu lưu', 'giả tưởng', 'siêu nhiên']"
The Amazing World of Gumball Phần 4,"['hài hước', 'kids', 'cartoon']"
"Dragon Quest: Dai's Great Adventure, Dragon Quest: Adventure of Dai, Dấu ấn rồng thiên 2020","['hành động', 'phiêu lưu', 'giả tưởng', 'shounen']"
Terraformars,"['hành động', 'kinh dị', 'vũ trụ', 'tragedy', 'viễn tưởng']"
レディ ジュエルペット,"['phép thuật', 'kids']"
Is this A Zombie? of the Dead,"['hành động', 'hài hước', 'ecchi', 'harem', 'phép thuật', 'siêu nhiên']"
"Diabolik Lovers More,Blood ","['học đường', 'harem', 'ma cà rồng', 'shoujo']"
"Rage of Bahamut: Virgin Soul , Shingeki no Bahamut Season 2","['hành động', 'phiêu lưu', 'giả tưởng', 'phép thuật', 'siêu nhiên', 'ác quỷ']"
FORTUNE ARTERIAL [Blu-ray],"['học đường', 'ecchi', 'harem', 'giả tưởng']"
"Quan Zhi Fa Shi 4, Full-Time Magister 4, Quanzhi Fashi 4th Season","['hành động', 'học đường', 'giả tưởng', 'phép thuật', 'isekai']"
Gabriel DropOut,"['học đường', 'hài hước', 'siêu nhiên', 'shounen']"
Your Name ,"['học đường', 'drama', 'tình yêu', 'siêu nhiên']"
Gundam Build Divers,"['hành động', 'mecha', 'viễn tưởng']"
The 7 Deadly Sins,"['ecchi', 'giả tưởng']"
はんだくん,"['hài hước', 'đời thường', 'shounen']"
Lord El-Melloi II Case Files: Rail Zeppelin Grace Note,"['giả tưởng', 'bỉ ẩn', 'siêu nhiên']"
Kanokon: The Girl Who Cried Fox,"['hài hước', 'ecchi', 'harem', 'tình yêu', 'siêu nhiên', 'shounen']"
Samurai Harem,"['hài hước', 'ecchi', 'harem', 'tình yêu', 'shounen', 'võ thuật']"
Castle Town Dandelion,"['hài hước', 'đời thường', 'siêu năng lực', 'seinen']"
Bửu bối thần kì Phần 11 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
Chiến Đội Thú Vương,['tokusatsu']
Digimon: Digital Monsters (Ss1),"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'shounen', 'kids', 'isekai']"
Cuộc Phiêu Lưu đến quần đảo Orange ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
Impostory,"['hài hước', 'ecchi', 'siêu nhiên']"
The Evolution Fruit: Conquering Life Unknowingly,"['phiêu lưu', 'harem', 'giả tưởng', 'tình yêu', 'siêu nhiên', 'isekai']"
Samurai Girls,"['hành động', 'học đường', 'hài hước', 'ecchi', 'harem', 'samurai']"
3D Girlfriend,"['học đường', 'tình yêu', 'shoujo']"
"Dr. Stone: Stone Wars, Dr. Stone Second Season","['phiêu lưu', 'shounen', 'viễn tưởng']"
Bửu bối thần kì ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
Puri Para ,"['học đường', 'đời thường', 'music', 'shoujo']"
Shao nian ge xing,"['võ thuật', 'cartoon']"
Valkyrie Romanze ,"['hành động', 'học đường', 'ecchi', 'harem', 'tình yêu', 'thể thao']"
"Love, Elections & Chocolate [Bluray]","['học đường', 'drama', 'tình yêu']"
The Greatest Maou is Reborned to Get Friends,"['hành động', 'học đường', 'giả tưởng', 'isekai']"
Aikatsu New 2016,"['học đường', 'đời thường', 'music', 'shoujo']"
"Skeleton Knight going out to the parallel universe, Skeleton Knight in Another World","['hành động', 'giả tưởng', 'isekai']"
Pretty Guardian Sailor Moon: Crystal ,"['giả tưởng', 'phép thuật', 'tình yêu', 'shoujo']"
Chiến đội Kị sỹ Khủng long Ryusoulger,['tokusatsu']
"The Case Study of Vanitas, Vanitas no Shuki, Memoir of Vanitas","['giả tưởng', 'lịch sử', 'ma cà rồng', 'siêu nhiên', 'shounen']"
The Knight In The Area,"['học đường', 'hài hước', 'thể thao', 'shounen']"
"Don't Toy with Me, Miss Nagatoro, Please don't bully me, Nagatoro, Đừng bắt nạt anh nữa, Nagatoro!","['hài hước', 'đời thường', 'tình yêu']"
Pokemon Movies,"['phiêu lưu', 'kids']"
ＣＬＡＮＮＡＤ　〜ＡＦＴＥＲ　ＳＴＯＲＹ〜　クラナド　アフターストーリー [Blu-ray],"['đời thường', 'tình yêu', 'tragedy']"
Kirarin Revolution,"['hài hước', 'drama', 'tình yêu', 'shoujo']"
Witchcraft Works,"['hành động', 'hài hước', 'giả tưởng', 'phép thuật', 'siêu nhiên', 'seinen']"
Sekirei 2 [Bluray],"['hành động', 'hài hước', 'ecchi', 'harem', 'siêu năng lực']"
Kagerou Project ,"['hài hước', 'tình yêu', 'siêu nhiên', 'siêu năng lực', 'viễn tưởng']"
Hành Tinh Đồng Hồ,"['giả tưởng', 'viễn tưởng']"
D-Fragments!,"['học đường', 'hài hước', 'game', 'seinen']"
Dagashikashi,"['hài hước', 'shounen']"
"Kiss Him, Not Me","['học đường', 'hài hước', 'harem', 'shoujo']"
Danganronpa 3: The End of Hope's Peak Academy - Future Volume ,"['hành động', 'kinh dị', 'bỉ ẩn', 'tâm lý']"
"Steins,Gate Zero","['viễn tưởng', 'thriller']"
"5-toubun no Hanayome ∬, The Five Wedded Brides 2nd Season, 5-toubun no Hanayome 2nd Season, The Quintessential Quintuplets 2nd Season","['học đường', 'hài hước', 'harem', 'tình yêu', 'shounen']"
The Kawai Complex Guide to Manors and Hostel Behavior [Bluray],"['học đường', 'hài hước', 'đời thường', 'tình yêu']"
キズナイーバー,['viễn tưởng']
Familiar of Zero F,"['phiêu lưu', 'ecchi', 'giả tưởng', 'phép thuật', 'tình yêu']"
Vermeil in Gold,"['học đường', 'giả tưởng', 'shounen']"
GRANBLUE FANTASY The Animation,['viễn tưởng']
"Ta Muốn Trở Thành Chúa Tể Bóng Tối, Shadow Garden, The Eminence in Shadow","['hành động', 'hài hước', 'giả tưởng', 'isekai']"
Le Cirque de Karakuri,"['phiêu lưu', 'bỉ ẩn', 'shounen']"
Cardcaptor Sakura: Clear Card Arc,"['phiêu lưu', 'hài hước', 'giả tưởng', 'phép thuật', 'tình yêu', 'shoujo']"
Chiến đội Vũ trụ Kyuranger,['tokusatsu']
ヴァルキリードライヴ　マーメイド,"['hành động', 'ecchi', 'giả tưởng', 'yuri']"
A Certain Scientific Railgun (Ss1) ,"['hành động', 'giả tưởng', 'siêu năng lực', 'viễn tưởng']"
Azur Lane,"['hành động', 'lịch sử', 'quân đội']"
KLK - Nữ Sinh Bạo Lực,"['hành động', 'hài hước', 'đời thường', 'siêu năng lực']"
Macross Δ ,"['hành động', 'mecha', 'music', 'tình yêu', 'quân đội', 'viễn tưởng']"
Cuckoo's Fiancee,"['hài hước', 'harem', 'tình yêu', 'shounen']"
Please Teacher! ,"['học đường', 'hài hước', 'drama', 'tình yêu', 'viễn tưởng']"
"Say ""I Love You"" ","['học đường', 'tình yêu', 'shoujo']"
I Can't Understand What My Husband Is Saying [Blu-ray],"['hài hước', 'đời thường']"
"How Not to Summon a Demon Lord 2nd Season, Isekai Maou to Shoukan Shoujo no Dorei Majutsu 2nd Season, The Otherworldly Demon King and the Summoner Girls' Slave Magic 2nd Season, Isekai Maou to Shoukan Shoujo no Dorei Majutsu Omega, How Not to Summon a Demon Lord Ω","['hài hước', 'ecchi', 'harem', 'giả tưởng', 'phép thuật', 'isekai']"
Ryuuou no Oshigoto!,"['hài hước', 'đời thường', 'game']"
My Little Pony: Friendship is Magic Season 6,"['kids', 'cartoon']"
"Mặc Hương Đồng Xú, Mo Dao Zu Shi","['hành động', 'phiêu lưu', 'lịch sử', 'bỉ ẩn', 'siêu nhiên']"
Bửu bối thần kì Phần 8 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']"
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,"['hài hước', 'ecchi']"
The Bears Bear a Bare Kuma,"['phiêu lưu', 'hài hước', 'giả tưởng', 'isekai']"
