link,title1,title2,genre
https://animetvn.pro/thong-tin-phim/f2724-nise-koi-tinh-yeu-gia-tao.html,Nisekoi,Nisekoi: False Love [Blu-ray],"['học đường', 'hài hước', 'harem', 'tình yêu', 'shounen']"
https://animetvn.pro/thong-tin-phim/f4702-shingeki-no-kyojin-season-2.html,Attack on Titan Season 2,Shingeki no Kyojin Season 2 | Tấn Công Người Khổng Lồ Phần 2,"['hành động', 'drama', 'giả tưởng', 'shounen', 'siêu năng lực', 'bạo lực']"
https://animetvn.pro/thong-tin-phim/f3702-dungeon-ni-deai-o-motomeru-no-wa-machigatteiru-darou-ka.html,Dungeon ni Deai o Motomeru no wa Machigatteiru Darou ka,"Is It Wrong to Try to Pick Up Girls in a Dungeon? | Dungeon ni Deai wo Motomeru noha Machigatteiru darouka | DanMachi, Is It Wrong That I Want to Meet You in a Dungeon","['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'tình yêu']"
https://animetvn.pro/thong-tin-phim/f2875-dragon-ball-kai-2014.html,Dragon Ball Kai (2014),Dragonball Kai | DBK | DBZ Kai | 7 Viên Ngọc Rồng 2014,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'siêu nhiên', 'shounen']"
https://animetvn.pro/thong-tin-phim/f4162-haikyuu-2nd-season.html,Haikyuu!! 2nd Season,Haikyuu!! Second Season | Haikyuu!! (Ss2),"['học đường', 'hài hước', 'drama', 'thể thao', 'shounen']"
https://animetvn.pro/thong-tin-phim/f2882-no-game-no-life.html,No Game No Life,"No Game, No Life [Bluray]","['hành động', 'phiêu lưu', 'hài hước', 'ecchi', 'harem', 'giả tưởng', 'isekai', 'siêu nhiên', 'kemonomimi', 'thiên thần']"
https://animetvn.pro/thong-tin-phim/f4100-rakudai-kishi-no-cavalry.html,Rakudai Kishi no Cavalry,A Tale of Worst One | A Chivalry of the Failed Knight | Rakudai Kishi no Eiyuutan,"['hành động', 'học đường', 'giả tưởng', 'tình yêu']"
https://animetvn.pro/thong-tin-phim/f2158-date-a-live-ban-blu-ray.html,Date A Live,Date A Live [BD],"['học đường', 'hài hước', 'harem', 'mecha', 'tình yêu', 'viễn tưởng']"
https://animetvn.pro/thong-tin-phim/f5811-itai-no-wa-iya-nano-de-bougyoryoku-ni-kyokufuri-shitai-to-omoimasu.html,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"I hate being in pain, so I think I'll make a full defense build., I Hate Getting Hurt, So I Put All My Skill Points Into Defense","['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'viễn tưởng', 'isekai']"
https://animetvn.pro/thong-tin-phim/f5893-vo-than-chua-te.html,Võ Thần Chúa Tể,Võ Thần Chúa Tể,"['hành động', 'phiêu lưu', 'giả tưởng', 'cartoon']"
https://animetvn.pro/thong-tin-phim/f2114-dragon-ball-kai.html,Dragon Ball Kai,DragonBall Kai | Dragonball Kai | DBK | DB Kai | DBZ Kai,"['hành động', 'phiêu lưu', 'hài hước', 'shounen', 'siêu năng lực', 'võ thuật']"
https://animetvn.pro/thong-tin-phim/f5049-youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e-tv.html,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,"['học đường', 'hài hước', 'tình yêu']"
https://animetvn.pro/thong-tin-phim/f6102-tensei-shitara-slime-datta-ken-2nd-season.html,Tensei shitara Slime Datta Ken 2nd Season,"That Time I Got Reincarnated as a Slime Season 2, Tensura 2","['hài hước', 'giả tưởng', 'isekai']"
https://animetvn.pro/thong-tin-phim/f3579-ansatsu-kyoushitsu.html,Ansatsu Kyoushitsu,Assassination Classroom [Bluray],"['hành động', 'học đường', 'hài hước', 'đời thường', 'siêu nhiên', 'shounen']"
https://animetvn.pro/thong-tin-phim/f4438-shokugeki-no-souma-ni-no-sara-ss2.html,Shokugeki no Souma: Ni no Sara (Ss2),Shokugeki no Souma 2nd Season | Shokugeki no Soma 2 | Food Wars: Shokugeki no Soma 2 | Shokugeki no Soma: The Second Plate,"['học đường', 'ecchi', 'shounen']"
https://animetvn.pro/thong-tin-phim/f1378-ao-no-exorcist.html,Ao No Exorcist,Blue Exorcist,"['hành động', 'hài hước', 'siêu nhiên', 'shounen', 'ác quỷ']"
https://animetvn.pro/thong-tin-phim/f3485-kuroko-no-basket-3.html,Kuroko no Basket 3,Tuyền Thủ Vô Hình 3,"['học đường', 'hài hước', 'thể thao', 'shounen']"
https://animetvn.pro/thong-tin-phim/f3279-trinity-seven.html,Trinity Seven,Thất Tinh | Trinity 7 | Trinity Seven: 7 Nin no Mahoutsukai [Blu-ray],"['hành động', 'hài hước', 'ecchi', 'harem', 'phép thuật', 'tình yêu']"
https://animetvn.pro/thong-tin-phim/f1410-beelzebub.html,Beelzebub,Beelzebub,"['hành động', 'học đường', 'hài hước', 'đời thường', 'siêu nhiên', 'shounen', 'ác quỷ']"
https://animetvn.pro/thong-tin-phim/f4267-ansatsu-kyoushitsu-tv-2nd-season.html,Ansatsu Kyoushitsu (TV) 2nd Season,Ansatsu Kyoushitsu (TV) Phần 2 [Bluray],"['hành động', 'học đường', 'hài hước', 'shounen']"
https://animetvn.pro/thong-tin-phim/f5334-van-gioi-tien-tung.html,Vạn Giới Tiên Tung,Vạn Giới Tiên Tung,"['hành động', 'bỉ ẩn', 'shounen']"
https://animetvn.pro/thong-tin-phim/f5693-nanatsu-no-taizai-kamigami-no-gekirin-ss3.html,Nanatsu no Taizai: Kamigami no Gekirin (Ss3),The Seven Deadly Sins: Wrath of the Gods,"['hành động', 'phiêu lưu', 'giả tưởng', 'phép thuật', 'siêu nhiên', 'shounen']"
https://animetvn.pro/thong-tin-phim/f2904-yu-gi-oh-arc-v.html,Yu-Gi-Oh! Arc-V,Vua trò chơi Phần 5 | Yugioh | Yuu Gi Ou! Arc-V | Yu-Gi-Oh! Arc Five,"['hành động', 'giả tưởng', 'shounen']"
https://animetvn.pro/thong-tin-phim/f1735-kuroko-no-basket.html,Kuroko No Basket,Kuroko's Basketball | Kuroko no Basuke Ss1,"['học đường', 'hài hước', 'thể thao', 'shounen']"
https://animetvn.pro/thong-tin-phim/f856-yu-gi-oh-gx.html,Yu-gi-oh! Gx,Yu Gi Oh! Gx | Yu-gi Oh! Gx | Yu-Gi-Oh!: Duel Monsters GX| Yugi oh! Gx,"['hành động', 'hài hước', 'giả tưởng', 'shounen', 'game']"
https://animetvn.pro/thong-tin-phim/f5498-dororo.html,Dororo,Dororo to Hyakkimaru,"['hành động', 'phiêu lưu', 'lịch sử', 'siêu nhiên', 'shounen', 'ác quỷ']"
https://animetvn.pro/thong-tin-phim/f2086-yosuga-no-sora-bd.html,Yosuga No Sora [BD],"Yosuga no Sora: In Solitude, Where We Are Least Alone [Bluray]","['drama', 'ecchi', 'harem', 'tình yêu']"
https://animetvn.pro/thong-tin-phim/f3852-gate-jieitai-kanochi-nite-kaku-tatakaeri.html,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",GATE（ゲート）自衛隊　彼の地にて、斯く戦えり,"['hành động', 'phiêu lưu', 'giả tưởng', 'quân đội', 'isekai']"
https://animetvn.pro/thong-tin-phim/f3585-tokyo-ghoul-a.html,Tokyo Ghoul √A,"Tokyo Ghoul 2nd Season, Tokyo Ghoul Second Season [Bluray]","['hành động', 'kinh dị', 'bỉ ẩn', 'tâm lý', 'siêu nhiên', 'bạo lực', 'seinen']"
https://animetvn.pro/thong-tin-phim/f3038-tokyo-ghoul.html,Tokyo Ghoul,Đông Kinh Thực Chủng | Tokyo Kushu | Toukyou Kushu | Toukyou Ghoul [Bluray],"['hành động', 'drama', 'kinh dị', 'bỉ ẩn', 'tâm lý', 'siêu nhiên', 'seinen']"
https://animetvn.pro/thong-tin-phim/f5349-isekai-maou-to-shoukan-shoujo-no-dorei-majutsu.html,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,How Not to Summon a Demon Lord,"['hài hước', 'giả tưởng', 'phép thuật', 'isekai']"
https://animetvn.pro/thong-tin-phim/f2026-to-love-ru-trouble-bluray-disc.html,To LOVE-Ru Trouble,To Love-ru Trouble Uncen | To-LOVE-Ru | To LOVE-Ru Darkness [BD],"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'shounen', 'viễn tưởng']"
https://animetvn.pro/thong-tin-phim/f3290-shigatsu-wa-kimi-no-uso.html,Shigatsu wa Kimi no Uso,Tháng tư là lời nói dối của em [Bluray],"['học đường', 'drama', 'music', 'tình yêu', 'shounen']"
https://animetvn.pro/thong-tin-phim/f2453-log-horizon.html,Log Horizon,Kết Nối Chân Trời,"['hành động', 'phiêu lưu', 'giả tưởng', 'phép thuật', 'shounen', 'game', 'isekai']"
https://animetvn.pro/thong-tin-phim/f4372-boku-no-hero-academia.html,Boku no Hero Academia,My Hero Academia,"['hành động', 'học đường', 'hài hước', 'shounen', 'siêu năng lực']"
https://animetvn.pro/thong-tin-phim/f5077-shokugeki-no-souma-san-no-sara-ss3.html,Shokugeki no Souma: San no Sara (Ss3),"Food Wars! The Third Plate, Shokugeki no Souma 3rd Season, Shokugeki no Soma 3, Vua bếp Soma Phần 3","['học đường', 'hài hước', 'ecchi', 'shounen']"
