Unnamed: 0,link,title1,title2,genre
209,https://anime47.com/phim/motto-to-love-ru/m1996.html,Motto To LOVE-Ru,More Trouble | More ToLoveRu,"['hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'viễn tưởng']"
210,https://anime47.com/phim/ao-no-exorcist/m2070.html,Ao No Exorcist,Ao No Exorcist,"['hành động', 'shounen', 'fantasy', 'siêu nhiên', 'demons']"
211,https://anime47.com/phim/masamune-kun-no-revenge/m6018.html,Masamune-kun no Revenge,Masamune-kun's Revenge,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']"
212,https://anime47.com/phim/sword-art-online-extra-edition/m3790.html,Sword Art Online: Extra Edition,Sword Art Online: Extra Edition,"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']"
213,https://anime47.com/phim/sora-no-otoshimono-ss1/m1347.html,Sora No Otoshimono SS1,Sora No Otoshimono SS1 | Heaven's Lost Property | Synonyms: Lost Property of the Sky | Misplaced by Heaven,"['hài hước', 'ecchi', 'shounen', 'harem', 'romance', 'viễn tưởng', 'siêu nhiên']"
214,https://anime47.com/phim/gintama-2015/m4834.html,Gintama (2015),Gintama' (2015) | Gintama°,"['hành động', 'hài hước', 'shounen', 'lịch sử', 'viễn tưởng', 'parody']"
215,https://anime47.com/phim/goblin-slayer/m6942.html,Goblin Slayer,Dũng Sỹ Diệt Yêu Tinh,"['hành động', 'fantasy']"
216,https://anime47.com/phim/kuroshitsuji-hac-quan-gia-ss1/m1295.html,Kuroshitsuji-Hắc Quản Gia SS1,Kuroshitsuji | Hắc Quản Gia | Black Butler | Kuro Shitsuji | Kuroshitsuz,"['hành động', 'hài hước', 'shounen', 'lịch sử', 'fantasy', 'đang cập nhật', 'siêu nhiên', 'demons']"
217,https://anime47.com/phim/jojo-no-kimyou-na-bouken-diamond-wa-kudakenai/m5529.html,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai, JoJo's Bizarre Adventure | JoJo's Bizarre Adventure Part 4: Diamond Is Unbreakable","['hành động', 'phiêu lưu', 'drama', 'shounen', 'siêu nhiên']"
218,https://anime47.com/phim/mahouka-koukou-no-rettousei-raihousha-hen/m7531.html,Mahouka Koukou no Rettousei: Raihousha-hen,The Irregular at Magic High School: Visitor Arc,"['hành động', 'phép thuật', 'học đường', 'romance', 'viễn tưởng', 'siêu nhiên']"
219,https://anime47.com/phim/itai-no-wa-iya-nano-de-bougyoryoku-ni-kyokufuri-shitai-to-omoimasu/m7474.html,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"['hành động', 'hài hước', 'phiêu lưu', 'viễn tưởng', 'fantasy']"
220,https://anime47.com/phim/rescue-me-ova/m3366.html,Rescue Me! Ova,Rescue Me! Ova,"['ecchi', 'harem', 'romance']"
221,https://anime47.com/phim/kaifuku-jutsushi-no-yarinaoshi/m7720.html,Kaifuku Jutsushi no Yarinaoshi,Healer báo thù ,"['ecchi', 'fantasy', 'super power', 'psychological', 'tragedy']"
222,https://anime47.com/phim/high-school-dxd-ova/m3184.html,High School Dxd OVA,High School Dxd Episodes 13 And 14 | Highschool Dxd Ova,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']"
223,https://anime47.com/phim/yuragi-sou-no-yuuna-san/m6817.html,Yuragi-sou no Yuuna-san,"Yuuna of Yuragi Manor, Yuuna and the Haunted Hot Springs","['hài hước', 'ecchi', 'shounen', 'harem', 'romance', 'siêu nhiên']"
224,https://anime47.com/phim/fullmetal-alchemist-brotherhood/m1218.html,Fullmetal Alchemist: Brotherhood [BD],Fullmetal Alchemist: Brotherhood [BD],"['hành động', 'phiêu lưu', 'phép thuật', 'drama', 'shounen', 'blu-ray', 'fantasy']"
225,https://anime47.com/phim/masou-gakuen-hxh/m5694.html,Masou Gakuen HxH,Hybrid x Heart Magias Academy Ataraxia | Masou Gakuen Hybrid x Heart,"['ecchi', 'harem', 'blu-ray']"
226,https://anime47.com/phim/cross-ange-rondo-of-angel-and-dragon/m4431.html,Cross Ange: Rondo of Angel and Dragon,Cross Ange: Rondo of Angel and Dragon,"['hành động', 'hài hước', 'mecha', 'viễn tưởng']"
227,https://anime47.com/phim/fate-apocrypha/m6276.html,Fate/Apocrypha,Fate/Apocrypha,"['hành động', 'phép thuật', 'drama', 'fantasy', 'siêu nhiên']"
228,https://anime47.com/phim/kekkai-sensen/m4823.html,Kekkai Sensen,Blood Blockade Battlefront | Bloodline Battlefront,"['hành động', 'hài hước', 'shounen', 'fantasy', 'super power', 'siêu nhiên', 'vampire']"
229,https://anime47.com/phim/shokugeki-no-souma-san-no-sara-toutsuki-ressha-hen/m6707.html,Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen,Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen,"['ecchi', 'học đường', 'shounen', 'blu-ray']"
230,https://anime47.com/phim/kyoukai-no-kanata/m4640.html,Kyoukai no Kanata [BD],Kyoukai no Kanata [Bluray] | Beyond the Boundary [BD],"['đời thường', 'fantasy', 'siêu nhiên']"
231,https://anime47.com/phim/one-punch-man-specials/m5487.html,One Punch Man Specials,One Punch Man OVA + SP,"['hành động', 'hài hước', 'viễn tưởng', 'seinen', 'super power', 'siêu nhiên', 'parody']"
232,https://anime47.com/phim/tokyo-ravens/m5634.html,Tokyo Ravens [BD],Tokyo Ravens Blu-ray,"['hài hước', 'phép thuật', 'học đường', 'romance', 'siêu nhiên']"
233,https://anime47.com/phim/baki/m6916.html,Baki,Baki (ONA),"['hành động', 'shounen', 'martial arts']"
234,https://anime47.com/phim/ahiru-no-sora/m7385.html,Ahiru no Sora,Ahiru no Sora,"['drama', 'thể thao', 'học đường', 'shounen']"
235,https://anime47.com/phim/shinmai-maou-no-testament-burst-toujou-basara-no-shigoku-heiwa-na-nichijou/m7056.html,Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,"['hành động', 'ecchi', 'harem', 'romance', 'fantasy', 'demons']"
236,https://anime47.com/phim/choujin-koukousei-tachi-wa-isekai-demo-yoyuu-de-ikinuku-you-desu/m7394.html,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,CHOYOYU!: High School Prodigies Have It Easy Even in Another World!,"['fantasy', 'xuyên không - chuyển kiếp']"
237,https://anime47.com/phim/domestic-na-kanojo/m7107.html,Domestic na Kanojo,Domestic Girlfriend,"['drama', 'học đường', 'shounen', 'romance']"
238,https://anime47.com/phim/sword-art-online-alternative-gun-gale-online/m6708.html,Sword Art Online Alternative: Gun Gale Online,Sword Art Online Alternative: Gun Gale Online,"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']"
239,https://anime47.com/phim/shinchou-yuusha-kono-yuusha-ga-ore-tueee-kuse-ni-shinchou-sugiru/m7378.html,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,This Hero is Invincible but ,"['hành động', 'hài hước', 'ecchi', 'phiêu lưu', 'fantasy']"
240,https://anime47.com/phim/kumo-desu-ga-nani-ka/m7749.html,"Kumo Desu ga, Nani ka?","Tôi là nhện đấy, có sao không?","['hài hước', 'phiêu lưu', 'fantasy', 'xuyên không - chuyển kiếp']"
241,https://anime47.com/phim/darling-in-the-franxx/m6606.html,Darling in the FranXX,Darling in the FranXX,"['hành động', 'mecha', 'drama', 'romance', 'viễn tưởng']"
242,https://anime47.com/phim/assassin-pride/m7367.html,Assassin Pride,Assassins Pride,"['hành động', 'phép thuật', 'shounen', 'romance', 'fantasy']"
243,https://anime47.com/phim/one-piece-movie-14-stampede/m7510.html,One Piece Movie 14: Stampede,ONE PIECE STAMPEDE ,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']"
244,https://anime47.com/phim/mairimashita-iruma-kun/m7381.html,Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun | Vào Ma Giới rồi đấy! Iruma-kun,"['hài hước', 'fantasy', 'xuyên không - chuyển kiếp', 'mythology', 'học đường']"
245,https://anime47.com/phim/mar-heaven/m3680.html,Mar Heaven,"Marchen Awakens Romance, Märchen Awakens Romance, Mar-heaven, MÄr Heaven","['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy']"
246,https://anime47.com/phim/nhat-ky-thuong-ngay-cua-tien-vuong/m7515.html,Nhật Ký Thường Ngày Của Tiên Vương,Cuộc Sống Thường Ngày Của Tiên Vương,"['hành động', 'hài hước', 'phép thuật', 'học đường', 'super power', 'siêu nhiên']"
247,https://anime47.com/phim/high-school-dxd-born-specials/m5196.html,High School DxD BorN Specials,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']"
248,https://anime47.com/phim/baka-to-test-to-shoukanjuu/m1798.html,Baka To Test To Shoukanjuu,Baka And Test - Summon The Beasts,"['hài hước', 'học đường', 'romance', 'super power']"
249,https://anime47.com/phim/kuzu-no-honkai/m5901.html,Kuzu no Honkai,Scum's Wish,"['ecchi', 'drama', 'học đường', 'romance', 'seinen']"
250,https://anime47.com/phim/maji-de-watashi-ni-koi-shinasai-uncensor/m2658.html,Maji De Watashi Ni Koi Shinasai!! Uncensor [bd],Maji De Watashi Ni Koi Shinasai!! Uncensor [bd],"['hài hước', 'ecchi', 'học đường', 'harem', 'romance', 'super power', 'martial arts']"
251,https://anime47.com/phim/seikoku-no-dragonar/m3994.html,Seikoku No Dragonar,Dragonar Academy,"['hài hước', 'ecchi', 'học đường', 'fantasy']"
252,https://anime47.com/phim/haikyuu-ss2/m5266.html,Haikyuu!! SS2,Haikyuu!! 2nd Season | Haikyuu!! Second Season,"['hài hước', 'drama', 'thể thao', 'học đường', 'shounen']"
253,https://anime47.com/phim/kore-wa-zombie-desu-ka/m1349.html,Kore Wa Zombie Desu Ka,Kore wa Zombie Desu ka? | Is This a Zombie? | Koreha Zombie Desuka? | Kore ha Zombie Desu ka? | Kore wa Zombie Desuka?,"['hành động', 'super power', 'siêu nhiên']"
254,https://anime47.com/phim/tinh-linh-huyen-tuong-ky/m7746.html,Tinh Linh Huyễn Tưởng Ký,Seirei Gensouki - Spirit Chronicles,"['hành động', 'trinh thám', 'drama', 'harem', 'romance', 'fantasy', 'xuyên không - chuyển kiếp']"
255,https://anime47.com/phim/yakusoku-no-neverland/m7102.html,Yakusoku no Neverland,The Promised Neverland | Miền Đất Hứa Phần 1,"['kinh dị', 'shounen', 'viễn tưởng', 'mystery', 'psychological', 'thriller']"
256,https://anime47.com/phim/yu-gi-oh/m1535.html,Yu-Gi-Oh!,King of Games,"['hành động', 'shounen', 'fantasy', 'game']"
257,https://anime47.com/phim/kamen-rider-zi-o/m7295.html,Kamen Rider Zi-O,Kamen Rider Zi-O,"['hành động', 'tokusatsu', 'super power', 'siêu nhiên']"
258,https://anime47.com/phim/aldnoah-zero-ss2/m4716.html,Aldnoah.Zero SS2,Aldnoah.Zero 2nd Season,"['hành động', 'mecha', 'viễn tưởng', 'military']"
259,https://anime47.com/phim/boku-no-hero-academia-4th-season/m7417.html,Boku no Hero Academia 4th Season,Học Viện Anh Hùng Phần 4,"['hành động', 'học đường', 'super power']"
260,https://anime47.com/phim/eromanga-sensei/m6149.html,Eromanga-sensei,Eromanga sensei | Ero Manga Sensei,"['hài hước', 'ecchi', 'drama', 'romance']"
261,https://anime47.com/phim/ore-wo-suki-nano-wa-omae-dake-ka-yo/m7393.html,Ore wo Suki nano wa Omae dake ka yo,Oresuki,"['hài hước', 'học đường', 'romance']"
262,https://anime47.com/phim/yu-gi-oh-gx/m1858.html,Yu-gi-oh! Gx,Yu-gi-oh! Duel Monsters Gx,"['hành động', 'shounen', 'fantasy', 'game']"
263,https://anime47.com/phim/25-sai-no-joshikousei/m6631.html,25-sai no Joshikousei,25-sai no Joshikousei,"['ecchi', 'học đường', 'romance']"
264,https://anime47.com/phim/that-nghiep-chuyen-sinh-lam-lai-cuoc-doi/m7734.html,Thất Nghiệp Chuyển Sinh: Làm lại cuộc đời,Mushoku Tensei: Isekai Ittara Honki Dasu,"['ecchi', 'drama', 'fantasy']"
265,https://anime47.com/phim/bungou-stray-dogs/m5517.html,Bungou Stray Dogs,Bungo Stray Dogs,"['hành động', 'seinen', 'super power', 'siêu nhiên', 'mystery']"
266,https://anime47.com/phim/dragon-ball-gt/m8868.html,Dragon Ball GT,Dragon Ball GT | Dragonball GT | Hậu 7 Viên Ngọc Rồng,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']"
267,https://anime47.com/phim/chuunibyou-demo-koi-ga-shitai-ren-ss2/m3840.html,Chuunibyou Demo Koi Ga Shitai! Ren SS2 [BD],Chuunibyou Demo Koi Ga Shitai! Ren Blu-ray,"['hài hước', 'drama', 'học đường', 'đời thường', 'romance']"
268,https://anime47.com/phim/akame-ga-kill/m5187.html,Akame ga Kill! [BD],Akame ga Kiru! [Blu-ray],"['hành động', 'phiêu lưu', 'drama', 'shounen', 'fantasy']"
269,https://anime47.com/phim/luoi-guom-diet-quy-phan-2-khu-ky-vien/m7860.html,Lưỡi Gươm Diệt Quỷ Phần 2 : Khu Kỹ Viện,Kimetsu no Yaiba: Yuukaku-hen,"['hành động', 'shounen', 'lịch sử', 'blu-ray', 'siêu nhiên', 'demons']"
270,https://anime47.com/phim/boku-wa-tomodachi-ga-sukunai-ss2/m2795.html,Boku Wa Tomodachi Ga Sukunai SS2 ,Boku Wa Tomodachi Ga Sukunai Next | Haganai Next | Boku wa Tomodachi ga Sukunai 2nd Season,"['hài hước', 'ecchi', 'học đường', 'harem', 'đời thường', 'romance']"
271,https://anime47.com/phim/dr-stone/m7319.html,Dr. Stone,Tiến sĩ đá,"['phiêu lưu', 'shounen', 'viễn tưởng']"
272,https://anime47.com/phim/dakaretai-otoko-1-i-ni-odosarete-imasu/m6918.html,Dakaretai Otoko 1-i ni Odosarete Imasu.,"Dakaretai Otoko Ichii ni Odosarete Imasu., Dakaretai Otoko No.1 ni Odosareteimasu.","['drama', 'shounen', 'romance', 'shounen ai']"
273,https://anime47.com/phim/that-hinh-dai-toi-su-phan-no-cua-cac-vi-than/m7424.html,Thất Hình Đại Tội: Sự Phẫn Nộ Của Các Vị Thần,Nanatsu no Taizai: Kamigami no Gekirin | The Seven Deadly Sins: Wrath of the Gods,"['hành động', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy', 'siêu nhiên']"
274,https://anime47.com/phim/tensei-shitara-slime-datta-ken-bd/m7267.html,TENSEI SHITARA SLIME DATTA KEN BD,Tensei shitara Slime Datta Ken Blu-ray | That Time I Got Reincarnated as a Slime Blu-ray,"['shounen', 'fantasy']"
275,https://anime47.com/phim/anime-music-video/m7160.html,Anime Music Video,Anime Music Video,['âm nhạc']
276,https://anime47.com/phim/shinmai-maou-no-testament-ova/m5077.html,Shinmai Maou no Testament OVA,The Testament of Sister New Devil OVA | Shinmai Maou no Keiyakusha OVA,"['hành động', 'ecchi', 'harem', 'romance', 'fantasy', 'demons']"
277,https://anime47.com/phim/s-a-o-abridged-parody/m5674.html,S.A.O Abridged Parody,Sword Art Online - Abridged Parody,"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']"
278,https://anime47.com/phim/manyuu-hiken-chou-uncensor/m2626.html,Manyuu Hiken-chou Uncensor [bd],Manyuu Hiken-chou Uncensor [bd] | Manyuu Hikenchou |,"['hành động', 'hài hước', 'ecchi', 'seinen', 'samurai']"
279,https://anime47.com/phim/shinmai-maou-no-testament-departures/m6580.html,Shinmai Maou no Testament Departures,The Testament of Sister New Devil Departures,"['hành động', 'ecchi', 'harem', 'romance', 'fantasy', 'demons']"
280,https://anime47.com/phim/ore-no-imouto-ga-konnani-kawaii-wake-ga-nai-ss2-specials/m4123.html,Ore no Imouto ga Konnani Kawaii Wake ga Nai SS2 Specials,Ore no Imouto ga Konnani Kawaii Wake ga Nai SS2 Specials | OreImo. Specials | My Little Sister Can't Be This Cute 2 Specials,"['hài hước', 'đời thường']"
281,https://anime47.com/phim/k-project/m2638.html,K Project,K | K-project | K -eine Weitere Geschichte-,"['hành động', 'super power', 'siêu nhiên']"
282,https://anime47.com/phim/hundred/m5532.html,Hundred,Hundred,"['hành động', 'ecchi', 'mecha', 'học đường', 'harem', 'romance', 'viễn tưởng']"
283,https://anime47.com/phim/kimi-no-na-wa/m5745.html,Kimi no Na wa.,Your Name.,"['drama', 'học đường', 'romance', 'siêu nhiên']"
284,https://anime47.com/phim/d-gray-man/m4364.html,D.gray Man,D.Gray-man | D. Gray-man,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'super power', 'demons']"
285,https://anime47.com/phim/iya-na-kao-sare-nagara-opantsu-misete-moraitai/m6867.html,Iya na Kao sare nagara Opantsu Misete Moraitai,I Want You To Make a Disgusted Face and Show Me Your Underwear,['ecchi']
286,https://anime47.com/phim/freezing/m2617.html,Freezing [BD],Freezing [Blu-ray],"['hành động', 'ecchi', 'drama', 'harem', 'romance', 'viễn tưởng', 'seinen', 'martial arts']"
287,https://anime47.com/phim/mondai-ji-tachi-ga-isekai-kara-kuru-sou-desu-yo/m3889.html,Mondai-ji-tachi Ga Isekai Kara Kuru Sou Desu Yo [BD],Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo? [Blu-ray],"['hành động', 'hài hước', 'fantasy', 'siêu nhiên', 'xuyên không - chuyển kiếp']"
288,https://anime47.com/phim/bokutachi-wa-benkyou-ga-dekinai/m7187.html,Bokutachi wa Benkyou ga Dekinai,We Never Learn,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']"
289,https://anime47.com/phim/kiss-x-sis-ova/m1882.html,Kiss X Sis OVA,Kiss X Sis ODA,"['hành động', 'super power', 'siêu nhiên']"
290,https://anime47.com/phim/juuou-mujin-no-fafnir/m4707.html,Juuou Mujin no Fafnir,銃皇無尽のファフニール,"['học đường', 'harem', 'romance', 'fantasy']"
291,https://anime47.com/phim/hyakuren-no-haou-to-seiyaku-no-valkyria/m6822.html,Hyakuren no Haou to Seiyaku no Valkyria,The Master of Ragnarok & Blesser of Einherjar,"['harem', 'fantasy']"
292,https://anime47.com/phim/toan-chuc-phap-su/m5964.html,Toàn Chức Pháp Sư ,Toàn Chức Pháp Sư ,"['phép thuật', 'học đường', 'hoạt hình trung quốc']"
293,https://anime47.com/phim/isekai-cheat-magician/m7322.html,Isekai Cheat Magician,Isekai Cheat Magician,"['hành động', 'phiêu lưu', 'fantasy', 'xuyên không - chuyển kiếp']"
294,https://anime47.com/phim/yahari-ore-no-seishun-love-comedy-wa-machigatteiru-kan/m7549.html,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. 3rd Season, My Teen Romantic Comedy SNAFU 3, Oregairu 3, My youth romantic comedy is wrong as I expected 3","['hài hước', 'drama', 'học đường', 'đời thường', 'romance']"
295,https://anime47.com/phim/another/m1877.html,Another [BD],Another [Blu-ray],"['kinh dị', 'học đường', 'siêu nhiên', 'mystery', 'thriller']"
296,https://anime47.com/phim/dragon-ball/m1842.html,Dragon Ball,Dragonball,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']"
297,https://anime47.com/phim/danshi-koukousei-no-nichijou/m4909.html,Danshi Koukousei No Nichijou,Danshi Koukousei No Nichijou | Daily Lives Of High School Boys,"['hài hước', 'học đường', 'shounen', 'đời thường']"
298,https://anime47.com/phim/hyakka-ryouran-samurai-girls/m2747.html,Hyakka Ryouran Samurai Girls,Hyakka Ryouran: Samurai Girls,"['hành động', 'hài hước', 'ecchi', 'học đường', 'harem', 'samurai']"
299,https://anime47.com/phim/koutetsujou-no-kabaneri/m5513.html,Koutetsujou no Kabaneri,Kabaneri of the Iron Fortress,"['hành động', 'kinh dị', 'drama', 'fantasy', 'siêu nhiên']"
300,https://anime47.com/phim/shokugeki-no-souma-shin-no-sara/m7418.html,Shokugeki no Souma: Shin no Sara,Shokugeki no Soma 4th Season | Food Wars! The Fourth Plate,"['ecchi', 'học đường', 'shounen', 'blu-ray']"
301,https://anime47.com/phim/witch-craft-works/m3798.html,Witch Craft Works,Witchcraft Works,"['hành động', 'phép thuật', 'fantasy', 'seinen', 'siêu nhiên']"
302,https://anime47.com/phim/accel-world/m2134.html,Accel World [BD],Accel World | Accelerated World [Blu-ray],"['hành động', 'học đường', 'romance', 'viễn tưởng', 'game']"
303,https://anime47.com/phim/knight-s-magic/m6286.html,Knight's & Magic,Knight's & Magic,"['hành động', 'mecha', 'học đường', 'fantasy']"
304,https://anime47.com/phim/kanojo-okarishimasu/m7541.html,"Kanojo, Okarishimasu","Rent-a-Girlfriend, Kanokari","['hài hước', 'học đường', 'shounen', 'romance']"
305,https://anime47.com/phim/gekkan-shoujo-nozaki-kun/m4229.html,Gekkan Shoujo Nozaki-kun [BD],Gekkan Shoujo Nozaki-kun [Blu-ray],"['hài hước', 'học đường', 'shounen', 'romance', 'blu-ray']"
306,https://anime47.com/phim/kono-naka-ni-hitori-imouto-ga-iru/m3032.html,"Kono Naka Ni Hitori, Imouto Ga Iru [BD]",NAKAIMO - My Little Sister Is Among Them! [Blu-ray],"['hành động', 'super power', 'siêu nhiên']"
307,https://anime47.com/phim/to-love-ru-darkness-2nd/m5071.html,To LOVE-Ru Darkness 2nd [BD],To LOVE-Ru Trouble Darkness 2nd [Blu-ray],"['hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'viễn tưởng']"
308,https://anime47.com/phim/toan-chuc-cao-thu-sp/m6761.html,Toàn Chức Cao Thủ SP,The King's Avatar (2018) | Quanzhi Gaoshou (2018),"['hành động', 'game', 'hoạt hình trung quốc']"
309,https://anime47.com/phim/busou-shoujo-machiavellianism/m6159.html,Busou Shoujo Machiavellianism,Armed Girl's Machiavellism,"['hành động', 'hài hước', 'học đường', 'shounen']"
310,https://anime47.com/phim/owari-no-seraph-2nd-season/m5251.html,Owari no Seraph 2nd Season,Owari no Seraph: Nagoya Kessen-hen | Seraph of the End: Battle in Nagoya | Seraph of the End 2nd Season,"['drama', 'shounen', 'siêu nhiên', 'vampire']"
311,https://anime47.com/phim/haikyuu-to-the-top/m7506.html,Haikyuu!!: To the Top,"Haikyuu!! (2020), Haikyuu!! Fourth Season, Haikyuu!! 4th Season","['hài hước', 'drama', 'thể thao', 'học đường', 'shounen']"
312,https://anime47.com/phim/okusama-ga-seitokaichou/m5076.html,Okusama ga Seitokaichou!,Oku-sama ga Seito Kaichou! | Okusama ga Seitokaichou! | My Wife is the Student Council President!,"['hài hước', 'ecchi', 'học đường', 'shounen', 'romance']"
313,https://anime47.com/phim/ishuzoku-reviewers/m7472.html,Ishuzoku Reviewers,Interspecies Reviewers,"['hài hước', 'ecchi', 'fantasy']"
314,https://anime47.com/phim/dau-pha-thuong-khung/m6361.html,Đấu Phá Thương Khung,Đấu Phá Thương Khung,"['hành động', 'super power', 'siêu nhiên', 'hoạt hình trung quốc']"
315,https://anime47.com/phim/jigoku-sensei-nube-live-action/m4489.html,Jigoku Sensei Nube Live Action,Jigoku Sensei Nube Live Action,"['hài hước', 'phiêu lưu', 'kinh dị', 'học đường', 'shounen', 'romance', 'siêu nhiên']"
316,https://anime47.com/phim/su-troi-day-cua-khien-anh-hung-bd/m7442.html,Sự Trỗi Dậy của Khiên Anh Hùng BD,Tate no Yuusha no Nariagari Blu-Ray | The Rising of the Shield Hero Blu-Ray,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'romance', 'fantasy', 'seinen']"
317,https://anime47.com/phim/ao-haru-ride/m4390.html,Ao Haru Ride,Blue Spring Ride ,"['hài hước', 'drama', 'học đường', 'đời thường', 'romance', 'shoujo']"
318,https://anime47.com/phim/is-infinite-stratos-2-bd/m4579.html,IS: Infinite Stratos 2 BD,IS: Infinite Stratos 2 BD,"['hành động', 'hài hước', 'ecchi', 'mecha', 'harem', 'viễn tưởng']"
319,https://anime47.com/phim/kobayashi-san-chi-no-maid-dragon/m6053.html,Kobayashi-san Chi no Maid Dragon,Miss Kobayashi's Dragon Maid,"['hài hước', 'đời thường', 'fantasy']"
320,https://anime47.com/phim/horimiya/m7813.html,Horimiya,Horimiya,"['hài hước', 'học đường', 'shounen', 'đời thường', 'romance']"
321,https://anime47.com/phim/strike-the-blood-iii/m7142.html,Strike the Blood III,Strike the Blood Third,"['hành động', 'ecchi', 'học đường', 'harem', 'fantasy', 'siêu nhiên', 'vampire']"
322,https://anime47.com/phim/hunter-x-hunter-1999/m1265.html,Hunter X Hunter 1999,Hunter X Hunter 1999,"['hành động', 'phiêu lưu', 'shounen', 'fantasy', 'super power']"
323,https://anime47.com/phim/blood-lad/m3325.html,Blood Lad,Blood Lad,"['hành động', 'hài hước', 'seinen', 'siêu nhiên', 'vampire', 'demons']"
324,https://anime47.com/phim/kaguya-sama-wa-kokurasetai-tensai-tachi-no-renai-zunousen/m7548.html,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,"Kaguya-sama: Love is War Season 2 | Kaguya-sama: Love is War Season 2 | Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains 2nd Season, Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 2nd Season, Kaguya-sama: Love is War 2nd Season","['hài hước', 'học đường', 'romance', 'seinen', 'psychological']"
325,https://anime47.com/phim/saiki-kusuo-no-nan-tv/m5718.html,Saiki Kusuo no Ψ Nan (TV),Saiki Kusuo no Psi Nan,"['hài hước', 'học đường', 'shounen', 'đời thường', 'siêu nhiên']"
326,https://anime47.com/phim/pokemon-movie/m2250.html,Pokemon Movie [01 đến 23],Pokemon Movie 01 - 23,"['hành động', 'hài hước', 'phiêu lưu', 'fantasy', 'kid']"
327,https://anime47.com/phim/peter-grill-to-kenja-no-jikan/m7657.html,Peter Grill to Kenja no Jikan,Peter Grill and the Philosopher's Time,"['hài hước', 'fantasy', 'ecchi', 'harem']"
328,https://anime47.com/phim/hajimete-no-gal/m6277.html,Hajimete no Gal,Hajimete no Gal,"['hài hước', 'ecchi', 'học đường', 'shounen', 'romance']"
329,https://anime47.com/phim/danganronpa-the-animation/m3308.html,Danganronpa The Animation,Danganronpa Kibou No Gakuen To Zetsubou No Koukosei - The Animation,"['học đường', 'mystery', 'psychological']"
330,https://anime47.com/phim/nisekoi-ss2/m4842.html,Nisekoi SS2,Nisekoi 2nd Season | Nisekoi Second Season,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']"
331,https://anime47.com/phim/dragon-ball-heroes-universe-mission/m6808.html,Dragon Ball Heroes: Universe Mission,Super Dragon Ball Heroes: Universe Mission,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']"
332,https://anime47.com/phim/kyokou-suiri/m7463.html,Kyokou Suiri,Kyokou Suiri,"['hài hước', 'shounen', 'romance', 'siêu nhiên', 'mystery', 'demons']"
333,https://anime47.com/phim/midara-na-ao-chan-wa-benkyou-ga-dekinai/m7191.html,Midara na Ao-chan wa Benkyou ga Dekinai,Ao-chan Can't Study!,"['hài hước', 'ecchi', 'shounen', 'romance']"
334,https://anime47.com/phim/maken-ki-two/m3876.html,Maken-ki! Two,Maken-ki! Two | Maken-ki! 2,"['hành động', 'ecchi', 'học đường', 'harem', 'super power', 'martial arts']"
